image_path,relative_path,source_file,class_id,animal_id,external_dataset,protocol,split,source_url,source_commit,sha256,capture_date,camera_id,lighting,pose,operator,license_status,notes
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\401-2-10-5(6).jpg,datasets_v2/998230000006455/401-2-10-5(6).jpg,401-2-10-5(6).jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,6a7553095e1d1b0142951e7ec3fb4c4d5f1dbe9eeaddfe5697f6625d15a04c01,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250401093214_20250401093754_0018_cls0.jpg,datasets_v2/998230000006455/20250401093214_20250401093754_0018_cls0.jpg,20250401093214_20250401093754_0018_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,cb679a2fc05d991689171572cbc849f013291e55480a016827f224152028d923,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250401093214_20250401093754_0028_cls0.jpg,datasets_v2/998230000006455/20250401093214_20250401093754_0028_cls0.jpg,20250401093214_20250401093754_0028_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,2e97297c1142c3f3fe29943ac02e876d296816097454f7b436041b0053e126a3,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250401093214_20250401093754_0033_cls0.jpg,datasets_v2/998230000006455/20250401093214_20250401093754_0033_cls0.jpg,20250401093214_20250401093754_0033_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,f218e534521d641b6c1e4beddeb8f658a5d9887b549628b95114c67db3c68818,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250401093214_20250401093754_0174_cls0.jpg,datasets_v2/998230000006455/20250401093214_20250401093754_0174_cls0.jpg,20250401093214_20250401093754_0174_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,885e7cfa77ad881a4d1d9e98d4f20c59510c0a9b31403d75ade4df76ce030811,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250402223449_20250402223937_0010_cls0.jpg,datasets_v2/998230000006455/20250402223449_20250402223937_0010_cls0.jpg,20250402223449_20250402223937_0010_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,7d033bab29cdf92f18f415ba489d1202a8c53a903e514214984319b712a9e9b8,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250402223449_20250402223937_0029_cls0.jpg,datasets_v2/998230000006455/20250402223449_20250402223937_0029_cls0.jpg,20250402223449_20250402223937_0029_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,b6b0b2f2d4ab0ff1a8cc1b75cba217816f0e2f8e113193587a80a03ec7b2b0f9,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250402223449_20250402223937_0046_cls0.jpg,datasets_v2/998230000006455/20250402223449_20250402223937_0046_cls0.jpg,20250402223449_20250402223937_0046_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,72a625a4dcda503e6710c81425636842e792ed5beffe09c23d605f2a28d13f4f,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250402223451_20250402223936_0009_cls0.jpg,datasets_v2/998230000006455/20250402223451_20250402223936_0009_cls0.jpg,20250402223451_20250402223936_0009_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,5095f23cc464f617340dc53dacaf12092c53012158fe1dcfaff57b9045bd96fc,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250402223451_20250402223936_0010_cls0.jpg,datasets_v2/998230000006455/20250402223451_20250402223936_0010_cls0.jpg,20250402223451_20250402223936_0010_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,791333b663d5a9a2556e6233d0671efdb8af7e0aec59858aa4e279014c99ea31,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250403092928_20250403094801_0020_cls0.jpg,datasets_v2/998230000006455/20250403092928_20250403094801_0020_cls0.jpg,20250403092928_20250403094801_0020_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,1ca63a91684e41f90f6db1a618292e7e6f237c9bf95c124deb7bb161366b93eb,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250403092928_20250403094801_0078_cls0.jpg,datasets_v2/998230000006455/20250403092928_20250403094801_0078_cls0.jpg,20250403092928_20250403094801_0078_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,5de2f973a7538acf2e5a15091b5a4984da47e3c47b5963918080264839b4868d,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006455\20250403092928_20250403094801_0152_cls0.jpg,datasets_v2/998230000006455/20250403092928_20250403094801_0152_cls0.jpg,20250403092928_20250403094801_0152_cls0.jpg,0,998230000006455,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,7d7c7d5b1bf46818f010dc3f1c5426206a4b58ff6bc691dced8585ac3ea834a0,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-1-11-1(1).jpg,datasets_v2/998230000006495/328-1-11-1(1).jpg,328-1-11-1(1).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,7956e0f4845e80843df26de60c8dbe2420532bf2d87dc35723dab82ad70dce8e,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-1-11-1(2).jpg,datasets_v2/998230000006495/328-1-11-1(2).jpg,328-1-11-1(2).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,e4876394b711f440395b91502f2c385e0d42b71e4dd8892e9859f506308f7f7a,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-1-11-1(3).jpg,datasets_v2/998230000006495/328-1-11-1(3).jpg,328-1-11-1(3).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,af5fc8275a874a98d8ed6ea8566af869918ad2955401f4f77c48d5f2b407841f,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(1).jpg,datasets_v2/998230000006495/328-3-5-7(1).jpg,328-3-5-7(1).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,0f79dbee15a9e56c46528637fae7680d29272334901a3943e0af34b1ec1e1ac0,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(2).jpg,datasets_v2/998230000006495/328-3-5-7(2).jpg,328-3-5-7(2).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,bd7fcc322a26dda71688ef1080dc0269443e87effe112b2652f6fafb880a377b,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(3).jpg,datasets_v2/998230000006495/328-3-5-7(3).jpg,328-3-5-7(3).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,3a482fbda0c474dc9b0b9139483f40cbcaac2d095d494ec780050ce420e82f74,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(4).jpg,datasets_v2/998230000006495/328-3-5-7(4).jpg,328-3-5-7(4).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,be26573268160f6dc539171e4ae12bad3e1b7916b30d585e45a571d3848f85af,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(5).jpg,datasets_v2/998230000006495/328-3-5-7(5).jpg,328-3-5-7(5).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,a06cdf482ab0c911eae2950b496a4063fd03b8211ba3d5cf1434e6986499bb2f,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(6).jpg,datasets_v2/998230000006495/328-3-5-7(6).jpg,328-3-5-7(6).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,fb62a219f25bb3b1793bdc8691771529693b1354ff35b132a16665ea5e1996ef,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(7).jpg,datasets_v2/998230000006495/328-3-5-7(7).jpg,328-3-5-7(7).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,9be3c9fddf78c40c2bc8abf43f5a437bcb0ec6e702e140b87f01e1d31cf54c2c,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\328-3-5-7(8).jpg,datasets_v2/998230000006495/328-3-5-7(8).jpg,328-3-5-7(8).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,48b5d7fc1cb6260d5a90a1efbcf439aab252cd92c4670ebe14943de7a69c41d8,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\415-3-9-8(1).jpg,datasets_v2/998230000006495/415-3-9-8(1).jpg,415-3-9-8(1).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,311388257c7a276718bd0f1831eaecc32e65b764a3ead7e965da95ae4a899b8f,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\415-3-9-8(2).jpg,datasets_v2/998230000006495/415-3-9-8(2).jpg,415-3-9-8(2).jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,1bb90a5e06005decff65d09ffac2f90c84caad3baa6f1d95b65d1ecc13055b5b,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\20250401093215_20250401093756_0002_cls0.jpg,datasets_v2/998230000006495/20250401093215_20250401093756_0002_cls0.jpg,20250401093215_20250401093756_0002_cls0.jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,e195dd2d70409aeb1a23985fb19fd22f959d8c3201653681ef53311c55101bc0,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\20250401093215_20250401093756_0009_cls0.jpg,datasets_v2/998230000006495/20250401093215_20250401093756_0009_cls0.jpg,20250401093215_20250401093756_0009_cls0.jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,b2625707837f05a8707c35fdc317d2e473b5911626e706123a83809dc7bdebf2,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\20250401093215_20250401093756_0023_cls0.jpg,datasets_v2/998230000006495/20250401093215_20250401093756_0023_cls0.jpg,20250401093215_20250401093756_0023_cls0.jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,b0dc9bb74b86f7bfa4d3c1b1fb81b81f703e706af9c96f2d6345980cdc8533c1,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\20250401093215_20250401093756_0044_cls0.jpg,datasets_v2/998230000006495/20250401093215_20250401093756_0044_cls0.jpg,20250401093215_20250401093756_0044_cls0.jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,5565401b9f47e2e03ea24ad987ab329ef47a7e4f1a893473d74501bb3c0fc97e,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\20250401093216_20250401093757_0000_cls0.jpg,datasets_v2/998230000006495/20250401093216_20250401093757_0000_cls0.jpg,20250401093216_20250401093757_0000_cls0.jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,validation,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,773e8c9d5247cc23f253bd1e9cb49b8be68cca856b7b0198674f53417afa4c80,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\20250401093216_20250401093757_0014_cls0.jpg,datasets_v2/998230000006495/20250401093216_20250401093757_0014_cls0.jpg,20250401093216_20250401093757_0014_cls0.jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,48169cca574d7fce2d9eaa4a640ae8ade6372731510d15f3ffaa1746c644d7c3,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
D:\ergasies\cattle_face_identification\data\external_public\Holstein2025\datasets_v2\998230000006495\20250401093216_20250401093757_0021_cls0.jpg,datasets_v2/998230000006495/20250401093216_20250401093757_0021_cls0.jpg,20250401093216_20250401093757_0021_cls0.jpg,1,998230000006495,holstein2025,holstein2025_unseen_identity_reid,train,https://github.com/JZM-shuimu/Cattle-ID,b905600ca4153e8435c1a2c33306a2783de6fbdf,a36fdadf4ffcdcd12e7ca1fc3b93d1125d1a789ef4b09329baaf38c5440524fa,unknown,fixed_side_view_surveillance,field_variable,side_view_variable,public_dataset,repository_license_not_declared,Official Holstein2025 identification image. Open-set identities are disjoint from development identities; repository has no explicit license file.
