source_file,source_path,class_id,augmentation_id,augmentation_family,sample_id,source_sha256,split,protocol,protocol_version,split_seed,augmentation_seed,image_path,image_sha256,materialization_id,dataset_commit_sha
IMG_20250414_101607.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101607.png,0,shear_x,geometric,000:IMG_20250414_101607.png:shear_x,886425a0600ce98462c686319d3b5dc06562cf46858563d37c7efdc4c0095c96,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_000/IMG_20250414_101607__shear_x.png,3b5808435bf9a11e58e12a2749ca70deac78a88637dbd9aae128c943fc83bac9,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101607.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101607.png,0,shear_y,geometric,000:IMG_20250414_101607.png:shear_y,886425a0600ce98462c686319d3b5dc06562cf46858563d37c7efdc4c0095c96,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_000/IMG_20250414_101607__shear_y.png,4f2013d596530a9b8daf99aac8134c3cad764b2eb1551ac543814c15a80866b7,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101607.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101607.png,0,cutout_center,cutout,000:IMG_20250414_101607.png:cutout_center,886425a0600ce98462c686319d3b5dc06562cf46858563d37c7efdc4c0095c96,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_000/IMG_20250414_101607__cutout_center.png,063d1593d32efb84f8a838574d0ba17aee9d20ab57ab8733b0c44c085fed10e6,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101607.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101607.png,0,cutout_random,cutout,000:IMG_20250414_101607.png:cutout_random,886425a0600ce98462c686319d3b5dc06562cf46858563d37c7efdc4c0095c96,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_000/IMG_20250414_101607__cutout_random.png,06f78e96a5f3dd1e5ace1945547c0aec442781c1865bc8d59c53b20a6add9e1d,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,original,original,001:IMG_20250414_101613.png:original,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__original.png,8c7b7f26682eb3d0174942f4f456826ed3e1cc7bd1f6e045dbcff573b05178f8,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,flip_horizontal,geometric,001:IMG_20250414_101613.png:flip_horizontal,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__flip_horizontal.png,ab6d31a4994e93e497472b4967dbbc3f11de24f5fb194dfbdac17df03917cd07,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,flip_vertical,geometric,001:IMG_20250414_101613.png:flip_vertical,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__flip_vertical.png,fdb99a1584caecdae00e07bcc6590345102da43513a904c262fc0603430d6d29,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,rotate_neg_15,geometric,001:IMG_20250414_101613.png:rotate_neg_15,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__rotate_neg_15.png,3621968c345340e2d46b6fa05a267db1cb8785060c6d0d61e32b0077efed0d0c,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,rotate_pos_15,geometric,001:IMG_20250414_101613.png:rotate_pos_15,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__rotate_pos_15.png,42abc9644277a2a7b80e7069b786d8c162662600a0833126c0055ae0bc1bc6ba,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,brightness_up,photometric,001:IMG_20250414_101613.png:brightness_up,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,validation,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__brightness_up.png,cd38d1c6e297b0916af2581a3d779b28dd763beb175af7b8efcd4b89054cee7f,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,brightness_down,photometric,001:IMG_20250414_101613.png:brightness_down,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__brightness_down.png,b110bc36901caa97b6c40439327c59ba1b1fa6534cc894e50442d5c9af866801,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,contrast_up,photometric,001:IMG_20250414_101613.png:contrast_up,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__contrast_up.png,238dd8be5a2d9ec234fe98f180382fd37e8f7601be43cf8a86a746c98bed1df3,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,contrast_down,photometric,001:IMG_20250414_101613.png:contrast_down,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__contrast_down.png,09de5840bfe636f0786b9b71bad145afd5d8a7b8915837563a6675f33f521050,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,gaussian_noise,photometric,001:IMG_20250414_101613.png:gaussian_noise,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__gaussian_noise.png,04ca3c88e213c56507b45b07603a62dad95bac8e647e0ac309392457bdb1d336,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,blur,photometric,001:IMG_20250414_101613.png:blur,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__blur.png,02826c4132e00c3c1c5e1464f32f9f5305b7b1ff133fb221624e7b1650a07983,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,sharpen,photometric,001:IMG_20250414_101613.png:sharpen,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__sharpen.png,dab7eca0cee98ebbe4e37681e55f1bca6aceb573fb8abd73eff4d53dac3a7a9e,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,translate_left,geometric,001:IMG_20250414_101613.png:translate_left,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__translate_left.png,f536741bc5e8dfc378a1cf9eefe28a4d1842639803a7c51718e2f431b75b6767,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,translate_right,geometric,001:IMG_20250414_101613.png:translate_right,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__translate_right.png,2130ecddc8c9cee8beec4a680c603c977df6b2513a8aae54e2662e1da5a7d177,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,zoom_in,geometric,001:IMG_20250414_101613.png:zoom_in,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__zoom_in.png,a12d0ce8e4292b2b2f8d80aceb647a617d1d244efabe5133e034f58995abfb41,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,zoom_out,geometric,001:IMG_20250414_101613.png:zoom_out,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__zoom_out.png,762bf4c84f997709f1791604ca2824c9c52d6cd44d8da06d55a86d3fb6d5d935,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,shear_x,geometric,001:IMG_20250414_101613.png:shear_x,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__shear_x.png,b0acf65a6b7b8c03813017540f10b8b82bfa7afd0e98067fadb0b95688e71d40,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,shear_y,geometric,001:IMG_20250414_101613.png:shear_y,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__shear_y.png,99bd1a76745e9a7433bbdaef499c7e4f3a80531d81ccb35bb55185e11e6569c9,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,cutout_center,cutout,001:IMG_20250414_101613.png:cutout_center,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__cutout_center.png,b0e79e2cc78921376c450601697e6ceb7b5e1335dc2ddcd1e0eaebb12f4da4ca,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101613.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101613.png,1,cutout_random,cutout,001:IMG_20250414_101613.png:cutout_random,00cca20343ccb0a0b4621716210b978c1eed264b5c49c7cea3d81c0e41d396e9,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_001/IMG_20250414_101613__cutout_random.png,b366ed513d6d25c82cd1b82fb1f80500492d605799a07da2b60dd524d8e4c5e6,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101617.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101617.png,2,original,original,002:IMG_20250414_101617.png:original,2942b30ee06c7914b6aa0eb467e9eb2602b9c9d0730917264180a024c533fa1f,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_002/IMG_20250414_101617__original.png,e23d6c2db90f75d40f7e11b43bf1accf15f4dd7b3ad6a6249fa2c6c116ee18b3,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101617.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101617.png,2,flip_horizontal,geometric,002:IMG_20250414_101617.png:flip_horizontal,2942b30ee06c7914b6aa0eb467e9eb2602b9c9d0730917264180a024c533fa1f,train,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_002/IMG_20250414_101617__flip_horizontal.png,b73ec1745306b857dabfc8745556596845ae49e641fbcf5c59eebcc42ac2e137,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101617.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101617.png,2,flip_vertical,geometric,002:IMG_20250414_101617.png:flip_vertical,2942b30ee06c7914b6aa0eb467e9eb2602b9c9d0730917264180a024c533fa1f,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_002/IMG_20250414_101617__flip_vertical.png,f1d80b9365b76211fed77820d15a0bdfc03066434b0ef5274dfb695c37790bd0,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
IMG_20250414_101617.png,/content/cattle_runtime/raw/CattleSSFR/cattle_images/IMG_20250414_101617.png,2,rotate_neg_15,geometric,002:IMG_20250414_101617.png:rotate_neg_15,2942b30ee06c7914b6aa0eb467e9eb2602b9c9d0730917264180a024c533fa1f,test,paper_random_hardening_v2,hardening_v2,5,1,/content/cattle_runtime/processed/cattlessfr_099d749_hardening_v2_aug1_384/class_002/IMG_20250414_101617__rotate_neg_15.png,96d58a659d7a1ebaecbcbb4d44e5408bf82f39adad94f7b958e0b7fba35cd674,cattlessfr_099d749_hardening_v2_aug1_384,099d749e9a766ff0c9b9fbc49112c6b77b29542e
